occasion_text,outfit,gender,season
birthday party unisex,black t-shirt with maroon shorts with gray vest with yellow sneakers with olive sunglasses,unisex,all
fall evening shopping unisex,black hoodie with olive sweatpants with red vest with white sneakers with brown backpack,unisex,summer
winter brunch unisex,black button-down with white jeans with beige coat with brown boots,unisex,winter
winter daytime holiday party unisex,navy sweater with red chinos with brown sandals with maroon hat,unisex,all
winter office male,navy hoodie with yellow chinos with navy jacket with black loafers with yellow hat,male,summer
fall presentation male,olive t-shirt with black sweatpants with olive coat with olive loafers with gray tie,male,spring
office unisex,black sweater with red shorts with olive vest with white boots,unisex,winter
fall daytime movie night unisex,beige hoodie with black jeans with green sandals with pink sunglasses,unisex,spring
summer picnic female,white t-shirt with olive dress pants with yellow coat with gray flats,female,fall
sports female,white tank top with maroon leggings with yellow jacket with yellow boots with maroon purse,female,winter
interview male,gray t-shirt with maroon dress pants with olive loafers with olive hat,male,fall
evening sports unisex,pink hoodie with black shorts with pink sneakers,unisex,all
summer conference unisex,white t-shirt with gray chinos with pink boots,unisex,spring
conference unisex,green sweater with black shorts with red coat with navy sandals with brown backpack,unisex,all
anniversary unisex,green hoodie with maroon jeans with white jacket with white sandals with olive backpack,unisex,summer
evening gala male,white polo shirt with gray chinos with brown coat with beige boots,male,spring
date night unisex,white button-down with yellow jeans with navy jacket with olive boots,unisex,winter
spring beach male,white hoodie with olive chinos with black coat with beige sneakers,male,spring
business meeting female,maroon crop top with maroon leggings with beige jacket with blue sandals with gray jewelry,female,fall
spring night picnic female,pink maxi dress with olive sandals,female,fall
winter daytime shopping unisex,navy t-shirt with pink shorts with olive boots with olive backpack,unisex,spring
winter wedding female,white sundress with navy coat with olive heels,female,spring
winter evening shopping unisex,blue t-shirt with yellow jeans with brown boots,unisex,summer
evening gala female,maroon blouse with beige shorts with olive sandals,female,winter
evening presentation male,pink t-shirt with olive chinos with black sneakers with red belt,male,summer
spring wedding male,navy sweater with red chinos with black blazer with red sneakers,male,summer
summer evening holiday party female,maroon tank top with beige dress pants with blue boots,female,fall
night business meeting male,brown sweater with gray shorts with brown coat with white sneakers,male,all
night picnic unisex,green hoodie with olive sweatpants with olive sandals,unisex,summer
shopping male,pink sweater with olive dress pants with olive vest with maroon dress shoes,male,winter
daytime date night female,red wrap dress with pink coat with blue boots with brown hat,female,winter
daytime brunch female,white cocktail dress with olive flats,female,spring
anniversary female,maroon wrap dress with black coat with maroon flats,female,all
summer daytime interview male,blue hoodie with white jeans with red dress shoes with gray hat,male,winter
evening presentation male,green t-shirt with white jeans with olive dress shoes with red belt,male,fall
winter evening office unisex,blue hoodie with brown jeans with white sandals with gray hat,unisex,fall
holiday party unisex,maroon sweater with pink shorts with green jacket with black sandals,unisex,fall
daytime anniversary unisex,black hoodie with brown chinos with brown sneakers with white sunglasses,unisex,summer
daytime hiking female,red t-shirt with red skirt with brown heels with maroon hat,female,fall
beach male,gray sweater with black jeans with beige loafers with brown hat,male,all
fall evening office unisex,white t-shirt with black jeans with gray sneakers,unisex,winter
summer wedding male,yellow sweater with white jeans with black sneakers,male,fall
summer office unisex,beige t-shirt with navy jeans with gray coat with blue sneakers with brown hat,unisex,summer
winter daytime gala female,beige tank top with beige shorts with red jacket with yellow sandals with brown purse,female,summer
night office female,beige blouse with maroon dress pants with navy flats,female,spring
fall shopping unisex,beige button-down with yellow sweatpants with maroon boots,unisex,all
spring birthday party male,maroon hoodie with brown chinos with brown dress shoes with yellow belt,male,spring
night presentation female,navy blouse with green shorts with blue boots,female,spring
hiking unisex,green button-down with yellow jeans with gray sandals,unisex,spring
summer shopping female,beige tank top with beige dress pants with pink flats with navy jewelry,female,all
fall interview male,maroon polo shirt with red chinos with beige blazer with green dress shoes,male,winter
wedding unisex,yellow sweater with olive chinos with black jacket with brown sneakers with maroon sunglasses,unisex,fall
spring anniversary male,maroon sweater with brown dress pants with gray loafers with beige belt,male,winter
evening office male,green sweater with gray chinos with red loafers,male,spring
night beach male,yellow sweater with olive sweatpants with white boots with black watch,male,fall
evening interview unisex,brown t-shirt with olive chinos with black vest with beige boots,unisex,spring
fall daytime wedding female,maroon crop top with maroon leggings with pink cardigan with black heels,female,spring
daytime beach female,navy cocktail dress with white heels with red scarf,female,winter
daytime conference female,brown cocktail dress with black coat with white sandals,female,summer
